137,0
227,0
92,0
173,0
191,0
155,0
7512,0
164,0
245,0
110,0
487,0
95,0
777,0
104,0
1064,0
391,0
131,0
122,0
176,0
409,0
86,0
158,1
185,0
1351,0
1378,0
59,0
32,0
660,0
346,0
355,0
53,0
735,0
62,2
35,0
376,0
681,0
8,0
7087,0
17,0
125,0
26,0
304,0
89,2
295,0
98,0
412,0
107,0
11,0
639,0
56,0
262,0
370,0
29,0
684,0
7386,0
47,0
585,2
244,0
253,0
666,0
20,0
621,0
316,0
289,0
65,0
1590,0
280,0
319,0
265,3
256,0
211,0
292,0
498,0
7550,0
274,0
588,0
14,0
202,0
238,0
277,0
815,0
824,0
250,0
133,0
205,0
196,0
241,0
163,0
172,0
118,0
208,0
683,0
100,0
82,0
190,0
710,4
64,0
73,0
1132,0
818,0
145,0
154,0
1760,0
7403,0
360,0
85,0
94,0
58,0
67,0
946,0
1368,0
686,0
623,0
695,0
40,0
49,0
130,0
4,4
345,0
632,0
148,4
22,0
103,1
76,0
417,0
309,0
318,0
97,0
348,0
79,0
88,0
411,0
375,0
70,0
52,3
258,0
267,0
25,0
34,0
7588,0
321,0
530,0
871,0
557,0
306,0
37,4
207,0
216,0
288,0
279,0
351,0
19,0
315,0
156,0
228,1
255,0
7603,0
264,0
452,0
2417,0
219,0
291,0
757,0
766,0
120,0
237,0
246,0
192,0
201,0
222,0
87,0
96,0
482,0
177,0
159,0
141,0
105,0
114,0
123,0
1074,0
69,0
78,0
832,0
491,0
706,1
99,4
1597,0
1059,0
45,0
81,1
485,0
126,0
467,0
27,0
36,0
449,4
108,0
135,0
117,0
350,0
9,0
703,0
272,0
3,0
12,0
900,0
308,0
75,0
2336,0
281,0
290,0
371,0
39,0
111,0
398,0
748,2
66,0
613,0
15,0
42,0
51,0
257,0
24,0
347,0
33,0
6,0
248,0
589,0
320,0
203,0
544,0
212,0
284,0
266,0
906,0
942,0
260,0
269,0
1139,0
484,0
798,0
287,0
242,0
197,0
296,0
951,0
233,0
305,0
